Start (s);End (s);Scientific name;Common name;Confidence
0.0;3.0;Serinus serinus;Verzellino;0.9908925
3.0;6.0;Serinus serinus;Verzellino;0.9500353
6.0;9.0;Serinus serinus;Verzellino;0.9974113
9.0;12.0;Serinus serinus;Verzellino;0.977992
