Start (s);End (s);Scientific name;Common name;Confidence
6.0;9.0;Serinus serinus;Verzellino;0.9149927
9.0;12.0;Serinus serinus;Verzellino;0.9648889
12.0;15.0;Serinus serinus;Verzellino;0.98573583
