Start (s);End (s);Scientific name;Common name;Confidence
0.0;3.0;Serinus serinus;Verzellino;0.85476613
3.0;6.0;Serinus serinus;Verzellino;0.956702
6.0;9.0;Serinus serinus;Verzellino;0.80138665
9.0;12.0;Serinus serinus;Verzellino;0.74893725
