Start (s);End (s);Scientific name;Common name;Confidence
0.0;3.0;Serinus serinus;Verzellino;0.97136545
3.0;6.0;Serinus serinus;Verzellino;0.9522122
6.0;9.0;Serinus serinus;Verzellino;0.987135
9.0;12.0;Serinus serinus;Verzellino;0.97955096
12.0;15.0;Serinus serinus;Verzellino;0.80212045
