Start (s);End (s);Scientific name;Common name;Confidence
0.0;3.0;Serinus serinus;Verzellino;0.8501671
3.0;6.0;Serinus serinus;Verzellino;0.92256147
6.0;9.0;Serinus serinus;Verzellino;0.9783755
9.0;12.0;Serinus serinus;Verzellino;0.9560171
12.0;15.0;Serinus serinus;Verzellino;0.7656767
