Start (s);End (s);Scientific name;Common name;Confidence
0.0;3.0;Serinus serinus;Verzellino;0.97766393
3.0;6.0;Serinus serinus;Verzellino;0.9217821
6.0;9.0;Serinus serinus;Verzellino;0.9388163
9.0;12.0;Serinus serinus;Verzellino;0.78418094
12.0;15.0;Serinus serinus;Verzellino;0.8981022
